#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-10-18T19:42:27 [V7.294]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.294	
#INFO	-ref=VIZ634efed233c530	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:J/MNRAS/504/356&tab:{J/MNRAS/504/356/table12}&key:source=J/MNRAS/504/356&HTTPPRM:&&-ref=VIZ634efed233c530&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Cluster&-out=RA_ICRS&-out=DE_ICRS&-out=r50&-out=N&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Plx&-out=e_Plx&-out=RV&-out=e_RV&-out=NRV&-out=Dist&-out=e_Dist&-out=logage&-out=e_logage&-out=[Fe/H]&-out=e_[Fe/H]&-out=Av&-out=e_Av&-out=FileName&-out=SimbadName&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/504/356/table12
#-order=I
#-out=Cluster
#N=>10
#-out=RV
#RV=!=null
#-out=e_RV
#NRV=>1
#-out=Dist
#Dist=!=null
#-out=e_Dist
#

#RESOURCE=yCat_75040356
#Name: J/MNRAS/504/356
#Title: Updated parameters of 1743 open clusters (Dias+, 2021)
#Coosys	H_2015.500:	ICRS
#Coosys	G:	galactic
#Table	J_MNRAS_504_356_table12:
#Name: J/MNRAS/504/356/table12
#Title: Results of mean astrometric parameters obtained using the Gaia DR2 stellar proper motion and parallaxes (table 1) and fundamental parameters obtained from the isochrone fits (table2)
#Column	_Glon	(F10.6)	Galactic longitude at Epoch=J2015.5, proper motions taken into account 	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude at Epoch=J2015.5, proper motions taken into account 	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RV	(F8.3)	? Cluster mean radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F7.3)	? rms uncertainty on pm RV	[ucd=stat.error]
#Column	Dist	(I4)	Cluster distance	[ucd=pos.distance]
#Column	e_Dist	(I4)	rms uncertainty on Dist	[ucd=stat.error]
_Glon;_Glat;Cluster;RV;e_RV;Dist;e_Dist
094.690954;+01.480716;LP_1780          ; -12.598;  1.480;1858; 104
089.888326;+01.556911;LP_1785          ; -65.351;  0.745;4167; 736
100.667163;-00.320022;LP_1789          ; -50.222;  0.768;3559; 267
101.218922;-00.194821;LP_1798          ; -65.721;  0.855;3265; 233
105.267124;+00.049479;LP_1800          ; -26.683;  0.505;1265;  50
103.453175;+00.925754;LP_1807          ; -70.992;  0.612;2819; 339
103.504960;+00.427170;LP_1809          ; -84.263;  3.140;2707; 191
108.001830;+00.651793;LP_1816          ; -59.269;  0.672;3513; 255
108.402923;+01.096958;LP_1817          ; -80.237;  0.900;3543; 356
110.984017;+00.461400;LP_1821          ; -58.762;  0.305;2987; 181
109.938839;+02.967406;LP_1822          ; -57.240;  0.380;2834; 183
116.764095;+00.660995;LP_1825          ; -52.560;  0.811;2917; 146
116.871266;+01.239697;LP_1831          ; -72.454;  0.759;3315; 122
117.869394;+01.426338;LP_1836          ; -83.314;  1.056;3117;  73
115.171087;+00.061273;LP_1843          ; -68.836;  1.309;3881; 184
133.892194;+02.225503;LP_1925          ; -69.547;  0.392;3160; 199
135.821040;+01.852276;LP_1937          ; -52.878;  0.904;2491; 158
145.590859;+02.622283;LP_1956          ; -76.608;  0.363;2966; 221
136.905823;+00.046258;LP_1957          ; -57.522;  0.775;3293; 230
149.804458;+00.900712;LP_1960          ; -37.234;  0.279;3187; 149
165.214274;+00.507200;LP_1968          ;   0.415;  0.808;3666; 150
183.446197;+03.462033;LP_1970          ;  29.707;  2.127;3429; 101
186.308314;+03.100765;LP_1975          ;  45.132;  0.779;3597; 192
217.471894;+04.276522;LP_1977          ;  49.529;  0.574;4410; 289
224.020686;+04.928054;LP_1979          ;  64.477;  1.171;4196; 294
224.402427;+04.123521;LP_1981          ;  92.110;  0.554;3838; 187
250.017173;+03.206014;LP_1989          ;  46.668;  0.875;3654; 300
301.944269;+04.764962;LP_1994          ;  -8.367;  0.713;1927; 102
157.445234;+03.564906;LP_2027          ; -21.625;  1.646;3406; 201
148.399783;+04.552661;LP_2028          ; -28.794;  0.553;4038; 309
167.618416;+02.954116;LP_2036          ; -25.058;  0.769;4120; 329
141.536450;+07.642596;LP_2042          ; -46.525;  0.510;3653; 265
170.269272;+12.507334;LP_2047          ;  -2.742;  1.126;3124; 207
173.494079;+12.346243;LP_2048          ;  13.958;  0.766;3934; 274
032.472329;+00.188217;LP_2172          ;   9.956;  0.455;1918; 127
210.849413;+06.266455;LP_2198          ;  44.391;  1.435;1193;  55
264.860630;-02.068427;LP_2219          ;  23.169;  0.366;1402;  38
259.867801;-01.322239;LP_2220          ;   2.699;  0.197;1295;  51
259.708812;+00.668193;LP_2221          ;  41.227;  1.266; 925;  18
110.526424;+02.705192;LP_2249          ; -26.631; 16.032; 819;  17
255.535078;-04.684577;LP_2287          ;   9.467;  5.276;1033;  27
057.818189;-01.698710;LP_321           ; -18.357;  0.840;2024; 123
292.295922;-12.752751;LP_5             ; -22.954;  0.492;1781;  49
237.720810;+05.495511;LP_589           ;  49.040;  0.821;2655;  57
040.362191;+04.633790;LP_597           ;  25.139;  0.740;2061;  82
212.508327;-08.309275;LP_658           ;  27.375;  0.837;1358;  46
349.106571;-02.397447;LP_866           ;  -7.685;  0.902;2217; 124
214.535802;-00.830321;LP_930           ;  90.187;  0.455;2259;  69
244.342864;+00.205498;LP_947           ;  52.771;  1.087;2616; 250
282.506847;+02.255515;Loden_46         ;  26.659;  0.260;1074;  56
324.657798;+00.648855;Lynga_4          ; -47.459;  0.775;2113; 303
324.767101;-01.222419;Lynga_5          ; -71.981;  1.254;2475; 285
334.549803;+01.076583;Lynga_9          ; -51.386;  0.733;2316; 131
292.412374;-21.603553;Mamajek_1        ;  16.746;  1.285;  98;   0
343.930244;-17.035638;Mamajek_4        ; -27.420;  2.538; 441;   4
292.901421;-02.417500;Melotte_105      ;  16.916;  1.205;1965;  43
228.130057;+83.863614;Melotte_111      ;   0.124;  0.481;  86;   0
147.321653;-06.477791;Melotte_20       ;  -0.517;  1.703; 177;   2
166.507777;-23.598086;Melotte_22       ;   5.792;  1.109; 135;   1
179.849891;-21.036062;Melotte_25       ;  39.340;  0.317;  47;   0
259.564969;-14.267482;Melotte_66       ;  18.295;  0.510;4692;  49
228.951578;+04.500019;Melotte_71       ;  51.369;  0.990;1927;  58
227.865994;+05.368627;Melotte_72       ;  71.304;  1.246;2433;  90
135.748614;+01.535158;NGC_1027         ; -30.862;  0.202;1041;  23
119.798786;-01.385934;NGC_103          ; -78.897;  0.293;2896; 116
143.672240;-15.661689;NGC_1039         ;  -5.953;  3.593; 507;   4
146.653343;-08.928200;NGC_1245         ; -30.377;  1.053;2763;  97
120.306808;-02.541328;NGC_129          ; -38.787;  0.425;1798;  92
120.679924;+00.574510;NGC_133          ; -86.916;  0.405;3308; 311
154.913834;-15.343774;NGC_1342         ;  -9.414;  1.059; 626;  19
152.589175;-01.585672;NGC_1513         ; -14.593;  0.263;1378;  60
152.054446;+00.275124;NGC_1528         ;  -9.533;  0.352; 971;  31
153.348716;+00.138822;NGC_1545         ; -11.386;  0.263; 705;  24
180.377889;-16.803854;NGC_1647         ;  -6.633;  0.965; 576;   5
187.846127;-21.050905;NGC_1662         ; -12.372;  1.476; 410;   3
161.667908;-00.458651;NGC_1664         ;   6.308;  0.716;1218;  49
155.760737;+06.868506;NGC_1708         ; -25.771;  1.451; 904;  21
179.126167;-10.710372;NGC_1750         ;  -9.744;  1.069; 707;   7
179.160960;-10.460406;NGC_1758         ;  17.840;  9.887; 864;  29
160.706649;+04.851273;NGC_1798         ;   2.413;  0.386;4832; 267
186.184019;-13.034013;NGC_1817         ;  65.554;  0.754;1582;  40
168.413877;+01.259969;NGC_1857         ;   0.417;  0.651;2428; 159
122.839029;+22.370298;NGC_188          ; -41.602;  0.576;1859;  36
163.084963;+06.161878;NGC_1883         ; -27.166;  1.002;3695; 193
121.496219;-01.741727;NGC_189          ; -29.391;  0.534;1247;  49
278.848067;-33.576615;NGC_1901         ;   1.259;  1.585; 419;   3
172.266083;+00.689979;NGC_1912         ;  -1.261;  0.392;1068;  26
208.418628;-19.153943;NGC_1977         ;  29.360;  2.915; 381;   9
209.514156;-19.653930;NGC_1980         ;  27.206;  6.903; 316;  19
177.639735;+03.089791;NGC_2099         ;  11.634;  0.488;1299;  22
205.889964;-12.603279;NGC_2112         ;  30.861;  0.589;1100;  35
163.218421;+13.154911;NGC_2126         ; -11.741;  0.612;1234;  22
198.047316;-05.809892;NGC_2141         ;  39.714;  0.782;4213; 419
186.607542;+02.221643;NGC_2168         ;  -7.760;  0.490; 821;  17
209.544756;-10.781729;NGC_2184         ;  42.043;  1.797; 577;   2
197.250959;-02.334901;NGC_2194         ;  41.623;  1.379;2869;  83
226.024771;-16.116731;NGC_2204         ;  92.492;  0.665;4114; 117
215.970114;-10.129816;NGC_2215         ;  -2.156;  1.776; 897;  25
214.409687;-07.483456;NGC_2232         ;  25.516;  4.658; 322;   1
204.366350;-01.687627;NGC_2236         ;  59.362;  0.550;2418; 129
239.477533;-18.013859;NGC_2243         ;  59.611;  0.833;3996;  88
206.378151;-01.987083;NGC_2244         ;  92.271;  1.184;1254;  89
121.947187;-01.077522;NGC_225          ;  -1.478;  9.624; 678;  13
203.598407;+00.126960;NGC_2251         ;  26.138;  0.473;1307;  60
202.936113;+02.164911;NGC_2264         ;  19.430;  9.181; 702;   7
174.933668;+16.875461;NGC_2281         ;  17.746;  2.304; 518;   2
215.321234;-02.282327;NGC_2286         ;  33.556;  0.926;1999;  98
230.970399;-10.417471;NGC_2287         ;  24.396;  1.532; 705;   9
212.553746;+00.296356;NGC_2301         ;  25.732;  1.305; 852;  15
197.213253;+08.900970;NGC_2304         ;  62.074;  1.818;3871; 153
226.160536;-04.513175;NGC_2318         ;   8.652;  0.264;1227;  83
221.664855;-01.336830;NGC_2323         ;  18.062;  1.057; 948;  20
213.445861;+03.297950;NGC_2324         ;  43.948;  1.319;3701; 101
226.588436;-02.319426;NGC_2345         ;  59.546;  0.265;2428;  88
238.401094;-06.835006;NGC_2354         ;  36.157;  0.721;1258;  42
203.370885;+11.813119;NGC_2355         ;  36.697;  0.584;1794;  41
231.031293;-02.269042;NGC_2358         ;  27.881;  0.353; 900;  38
229.801312;-01.410903;NGC_2360         ;  28.386;  0.585;1054;  21
235.272913;-02.457351;NGC_2383         ;  71.627;  0.459;2815;  79
198.112334;+19.641430;NGC_2420         ;  74.291;  1.001;2435;  46
230.956330;+03.126867;NGC_2422         ;  35.750;  3.419; 477;   3
230.459257;+03.569974;NGC_2423         ;  19.996;  0.619; 924;  14
231.509089;+03.295257;NGC_2425         ; 103.045;  0.560;2714; 123
233.086477;+02.689598;NGC_2428         ;  52.788;  0.339;1262;  31
235.479374;+01.774574;NGC_2432         ;  51.480;  0.521;1651;  51
231.947030;+04.008080;NGC_2437         ;  54.544;  0.361;1521;  60
240.061332;+00.155275;NGC_2447         ;  22.392;  0.499;1004;  10
252.449792;-07.272563;NGC_2451A        ;  23.266;  1.743; 193;   1
252.181157;-06.893263;NGC_2451B        ;  16.949;  3.091; 360;   3
238.367276;+02.336493;NGC_2455         ;  68.964;  0.452;2550; 157
253.570610;-05.839531;NGC_2477         ;   8.713;  0.596;1351;  47
235.993119;+05.354093;NGC_2479         ;  40.969;  0.577;1501;  61
241.627133;+02.028375;NGC_2482         ;  39.007;  0.343;1308;  71
246.710644;-00.769637;NGC_2489         ;  38.798;  0.417;1940; 122
230.571650;+09.937557;NGC_2506         ;  83.049;  0.872;3231;  40
237.845609;+05.844325;NGC_2509         ;  61.087;  0.697;2411; 118
273.853273;-15.855988;NGC_2516         ;  24.429;  2.258; 408;   1
246.044655;+01.877424;NGC_2527         ;  40.043;  1.135; 630;   8
247.794472;+01.315725;NGC_2533         ;  34.631;  1.412;2613; 180
233.720835;+11.105435;NGC_2539         ;  29.240;  0.514;1243;  50
254.912741;-01.997030;NGC_2546         ;  15.907;  0.353; 938;  24
264.414699;-08.607583;NGC_2547         ;  13.694;  1.798; 386;   0
227.829510;+15.382962;NGC_2548         ;   8.792;  1.199; 747;  17
249.794268;+02.984889;NGC_2567         ;  36.590;  0.406;1604;  33
249.874695;+03.672139;NGC_2580         ;  66.704;  0.936;3913; 257
249.441947;+04.465664;NGC_2587         ;  68.734;  2.864;2795; 139
251.579636;+06.648978;NGC_2627         ;  28.656;  0.516;1696;  41
205.962401;+32.427629;NGC_2632         ;  34.892;  0.836; 186;   0
255.614527;+03.962558;NGC_2635         ;  73.569;  1.055;4049; 167
254.559579;+06.069130;NGC_2658         ;  54.314;  0.663;3527;  83
265.931339;-03.006684;NGC_2660         ;  22.622;  1.113;2642; 105
270.828722;-06.075610;NGC_2669         ;  21.940;  0.298;1110;  24
262.158351;+00.789679;NGC_2671         ;   7.281;  0.556;1373;  58
215.691918;+31.922431;NGC_2682         ;  34.045;  0.586; 865;  18
261.999590;+08.610537;NGC_2818         ;  21.849;  1.185;2759; 160
275.968053;-01.257228;NGC_2925         ;   3.503;  3.482; 749;  16
274.692039;+01.752756;NGC_2972         ;  21.104;  0.529;1742;  83
279.592778;-02.062736;NGC_3033         ;  26.895;  0.798;1683;  85
279.916906;+00.264283;NGC_3105         ;  45.405;  0.505;7045;2204
283.262196;-03.812030;NGC_3114         ;  -1.093;  0.256; 987;  19
280.776165;+04.562142;NGC_3228         ;  14.520;  2.786; 483;   6
289.506261;-00.414840;NGC_3496         ;   9.611;  0.736;2052;  55
289.557950;+01.375277;NGC_3532         ;   5.492;  1.833; 477;   2
286.750428;+16.908090;NGC_3680         ;   2.922;  1.509;1033;  16
294.119379;-00.035177;NGC_3766         ; -16.489;  0.269;1862;  60
294.370217;+06.177728;NGC_3960         ; -21.993;  0.774;2074; 114
297.351687;-00.900803;NGC_4052         ;  -2.607;  0.422;2322; 113
297.543088;+01.150546;NGC_4103         ; -24.863;  0.292;1873;  50
299.314008;+04.551975;NGC_4337         ; -16.464;  0.712;2416;  99
299.725275;+00.833363;NGC_4349         ; -11.773;  0.416;1656;  36
126.111361;-03.895138;NGC_436          ; -79.758;  0.355;2743; 118
126.612116;-04.374468;NGC_457          ;  -4.640;  1.080;2540; 133
303.623662;-02.098228;NGC_4815         ; -27.114;  0.686;2669;  60
307.738805;+01.555616;NGC_5168         ; -18.672;  0.886;2423; 101
308.946287;-00.657416;NGC_5269         ; -37.259;  0.546;1805; 108
309.013934;-02.486654;NGC_5288         ; -23.342;  3.641;2351; 236
310.246233;+00.092420;NGC_5316         ; -14.501;  0.343;1309;  33
311.615185;+02.115878;NGC_5381         ; -38.379;  0.668;2066;  79
315.738968;+12.674947;NGC_5460         ;  -7.297; 13.490; 715;  15
127.197928;+00.742365;NGC_559          ; -77.178;  0.964;2349; 120
314.674711;-00.110262;NGC_5617         ; -35.135;  0.239;1983;  42
316.848290;+03.400286;NGC_5662         ; -20.351;  0.698; 738;   7
317.523080;+02.088347;NGC_5715         ; -26.100;  0.677;1729;  49
320.969928;+05.874568;NGC_5764         ; -32.419;  1.043;1919; 123
321.587247;+03.620587;NGC_5822         ; -27.686;  1.021; 796;  27
321.119683;+02.454323;NGC_5823         ; -56.627;  0.254;1434;  40
324.361607;+01.745506;NGC_5925         ; -37.370;  0.523;1242;  40
326.008462;-01.936286;NGC_5999         ; -30.883;  0.355;2191;  65
325.779976;-02.993192;NGC_6005         ; -24.365;  1.423;2238;  97
324.522989;-05.863590;NGC_6025         ;  15.101;  4.096; 756;  13
329.740240;-02.210239;NGC_6067         ; -38.814;  0.241;1792;  23
327.756531;-05.425971;NGC_6087         ;   3.243;  5.763; 929;  35
127.739775;+02.087682;NGC_609          ; -44.896;  1.119;4341; 398
340.732456;+05.980838;NGC_6124         ; -20.531;  1.199; 617;   9
334.914693;-00.214152;NGC_6134         ; -25.089;  0.680;1055;  51
332.943864;-03.166452;NGC_6152         ; -35.513;  0.338;1422;  40
340.643023;+02.140595;NGC_6192         ;  -7.786;  0.601;1574; 134
336.672637;-01.574937;NGC_6193         ; -64.534;  1.302;1080;  58
333.751499;-05.736893;NGC_6208         ; -31.761;  0.845;1143;  19
343.480051;+01.203149;NGC_6231         ; -28.186;  0.458;1429;  79
335.461366;-06.255419;NGC_6253         ; -27.932;  0.682;1674;  72
341.986125;-01.533840;NGC_6259         ; -36.049;  0.409;1806;  48
346.053616;+01.318677;NGC_6268         ; -14.452;  0.369;1305;  45
347.762001;+01.985884;NGC_6281         ;  -6.415;  1.598; 523;   7
345.284547;-03.075514;NGC_6322         ; -40.338;  1.076;1315;  63
355.686297;-01.174798;NGC_6404         ;   9.380;  0.494;2767; 199
356.600376;-00.784447;NGC_6405         ;  -8.710;  2.127; 453;   3
357.940829;-01.568183;NGC_6425         ;  -3.126;  0.439; 952;  37
355.758721;-04.497580;NGC_6475         ; -14.591;  1.534; 277;   0
009.895411;+02.862954;NGC_6494         ;  -7.639;  1.107; 691;  13
009.417963;-01.668346;NGC_6568         ; -43.241;  0.815; 971;  45
009.278054;-02.540822;NGC_6583         ;  -1.297;  1.666;2162; 132
129.375848;-01.530377;NGC_659          ; -57.228;  1.875;2601; 159
012.860194;-01.311417;NGC_6603         ;  18.146;  0.495;2068; 122
016.955494;+00.799884;NGC_6611         ; -16.374;  1.293;1582; 134
036.127518;+08.327475;NGC_6633         ; -28.195;  1.168; 391;   2
015.759901;-03.609798;NGC_6645         ;  -4.940;  0.537;1526;  97
021.637731;-00.779690;NGC_6649         ;  -8.854;  0.831;1917;  80
023.948048;-00.433073;NGC_6664         ;   2.007;  0.524;1944; 211
023.873755;-02.907069;NGC_6694         ; -10.226;  0.296;1658;  65
027.305058;-02.770805;NGC_6705         ;  35.681;  0.243;1888;  65
042.147142;+04.714562;NGC_6709         ; -10.072;  0.275;1031;  21
015.383634;-09.554945;NGC_6716         ;   3.561;  3.675; 686;  14
025.785251;-05.705801;NGC_6728         ;  11.855;  0.333;1561;  49
033.522780;-02.277716;NGC_6735         ;  14.982;  0.294;1983; 188
038.543765;-01.695729;NGC_6755         ;  28.456;  0.406;1891; 114
069.963780;+10.903725;NGC_6791         ; -47.268;  0.903;4447; 103
056.191061;+03.337506;NGC_6793         ; -25.681;  4.714; 589;   7
055.329071;+00.908215;NGC_6802         ;  12.752;  2.163;2294;  95
079.205354;+11.990563;NGC_6811         ;   7.862;  0.523;1102;  13
073.982551;+08.479827;NGC_6819         ;   3.376;  0.624;2444;  54
079.562757;+06.837861;NGC_6866         ;  13.519;  0.482;1347;  49
065.531927;-04.050146;NGC_6885         ;   2.378;  0.333;1453;  95
095.912032;+12.278723;NGC_6939         ; -18.775;  0.555;1757;  51
069.855796;-07.158028;NGC_6940         ;   8.047;  0.632; 992;  12
087.383656;+01.546156;NGC_6991         ; -12.027;  1.118; 558;   4
085.472362;-00.487982;NGC_6997         ; -19.037;  0.609; 863;  13
087.844822;-01.700496;NGC_7039         ;  -8.512;  3.275; 755;  10
085.892071;-04.148059;NGC_7044         ; -48.753;  0.772;3225; 150
092.884188;+00.610195;NGC_7058         ; -16.614;  5.440; 364;   1
089.953180;-02.749343;NGC_7062         ; -21.763;  1.066;2120; 150
083.075896;-09.882625;NGC_7063         ;   5.945;  6.515; 659;  11
091.109971;-02.859402;NGC_7082         ; -15.075;  0.267;1277;  39
094.403992;+00.206597;NGC_7086         ; -17.964;  0.466;1594;  63
092.168611;-02.303997;NGC_7092         ;  -5.202;  1.669; 303;   6
105.350075;+09.490729;NGC_7142         ; -49.508;  0.605;2040;  38
095.475070;-07.308644;NGC_7209         ; -18.188;  0.596;1145;  30
098.814424;-05.575756;NGC_7243         ;  25.080; 10.197; 851;  19
101.371363;-01.862616;NGC_7245         ; -73.125;  0.728;2884;  99
109.134769;+01.116713;NGC_7419         ; -68.105;  0.423;3104; 128
107.609579;-02.278939;NGC_7423         ; -38.000;  0.961;3745; 390
136.977685;-23.297322;NGC_752          ;   6.229;  0.979; 441;   4
112.818458;+00.428360;NGC_7654         ; -32.090;  0.180;1497;  36
117.194830;+05.856876;NGC_7762         ; -45.438;  0.492; 957;  13
106.720244;-02.246794;NGC_7789         ; -54.059;  0.637;1907;  30
116.597882;-01.004940;NGC_7790         ; -69.856;  0.789;2807;  79
132.860295;+02.732905;NGC_886          ;  -9.835;  0.948; 999;  25
162.904525;+04.301160;Patchick_3       ; -31.301;  0.781;1633;  91
268.652225;+03.209602;Pismis_12        ;  34.743;  0.948;2114; 118
272.499489;+02.858253;Pismis_15        ;  36.123;  0.809;1872;  48
308.227164;+00.307635;Pismis_18        ; -28.040;  1.048;2189;  80
257.845280;+00.508661;Pismis_3         ;  30.363;  0.624;2064; 158
262.894190;-02.354495;Pismis_4         ;   7.334;  6.529; 691;   7
259.050360;+01.999372;Pismis_7         ;  74.721;  0.810;3843; 155
309.089225;+02.885413;Platais_10       ; -16.049;  2.443; 240;   2
139.199398;+16.012426;Platais_3        ;   7.949;  1.078; 179;   1
276.929228;-07.303164;Platais_8        ;  21.173;  1.394; 134;   0
267.667969;+03.591711;Platais_9        ;  16.849;  1.426; 182;   1
262.752888;-07.696859;Pozzo_1          ;  18.690;  2.852; 345;   3
167.819573;-02.684470;RSG_1            ;  13.406;  3.219; 328;   1
081.714738;+06.032601;RSG_5            ;  -6.875;  2.747; 328;  10
108.871933;-00.326244;RSG_7            ; -10.918;  2.331; 423;   2
109.172576;-00.495497;RSG_8            ;  -9.410;  2.304; 450;   5
071.501482;+00.145270;Roslund_5        ; -38.373;  1.696; 536;   2
078.413757;+00.580084;Roslund_6        ;  -7.100;  2.187; 353;   4
223.953345;-09.691074;Ruprecht_1       ;  11.459;  0.559;1429;  68
297.739082;-00.214599;Ruprecht_100     ; -11.048;  1.295;2784; 228
298.207240;-00.502603;Ruprecht_101     ; -14.973;  0.814;2851; 141
298.601717;-00.160380;Ruprecht_102     ; -30.713;  1.252;2713; 433
300.964905;+01.202812;Ruprecht_105     ;  -3.941;  0.718;1905;  92
315.677243;+00.286643;Ruprecht_111     ; -34.524;  0.453;1353;  42
316.843500;-03.126934;Ruprecht_112     ; -64.327;  0.542;2234;  59
332.481030;-01.631164;Ruprecht_117     ; -43.077;  0.815;2355;  69
354.778344;-02.844574;Ruprecht_128     ; -39.563;  0.346;1560; 133
000.291472;-01.637654;Ruprecht_134     ; -42.294;  0.957;2207;  93
019.998733;-01.423445;Ruprecht_143     ;  12.447;  1.497;2428; 393
016.513473;-08.039793;Ruprecht_145     ; -50.624;  3.730; 582;   9
020.917090;-12.730451;Ruprecht_147     ;  41.993;  0.654; 305;   0
284.698360;-04.258346;Ruprecht_161     ;  22.843;  8.047; 891;  13
314.252079;+02.033412;Ruprecht_167     ; -28.847;  0.431;1472;  92
016.449072;-03.091582;Ruprecht_171     ;   5.884;  0.574;1512;  15
073.114623;+01.011239;Ruprecht_172     ;  11.451;  0.567;3160; 329
331.900653;-00.271752;Ruprecht_176     ; -52.246;  0.226;2220;  99
239.930290;-04.953766;Ruprecht_18      ;  31.487;  0.258;2259; 130
238.079799;-02.397053;Ruprecht_23      ;  54.405;  1.092;1887; 244
245.655702;-04.308189;Ruprecht_28      ;  89.241;  0.345;3707; 231
237.195886;+02.148536;Ruprecht_34      ;  46.496;  0.431;2518; 170
243.785187;+00.353367;Ruprecht_41      ;  78.563;  0.361;3410; 267
235.303513;+07.029322;Ruprecht_45      ;  97.630;  0.361;4228; 161
250.033108;+00.971275;Ruprecht_54      ;  54.434;  0.411;3658; 299
250.689978;+00.805769;Ruprecht_55      ;  64.253;  1.769;4238; 286
258.492884;+02.294310;Ruprecht_66      ;  44.424;  0.446;4134; 375
257.269734;+04.263664;Ruprecht_68      ;  51.023;  0.966;2541; 218
276.791054;-04.478814;Ruprecht_75      ;  -2.056;  2.673;3702; 204
277.102726;-00.810911;Ruprecht_79      ;  29.715;  0.325;3565; 427
277.721138;-00.485102;Ruprecht_82      ;   2.157;  0.449;1866;  90
278.509930;-00.617010;Ruprecht_83      ;  24.615;  0.280;3110; 305
280.196432;+00.071332;Ruprecht_85      ;  31.488;  0.708;4326; 755
286.887205;+01.479319;Ruprecht_91      ;   0.878;  0.383; 996;  26
290.447703;-01.130640;Ruprecht_93      ; -24.550;  0.434;2004;  61
297.363881;-02.197445;Ruprecht_98      ;  -4.300;  1.348; 482;   1
295.771972;-00.215903;SAI_116          ; -15.591;  0.514;3227; 414
068.114987;+01.437172;SAI_132          ; -30.892;  0.686;3644; 369
114.022374;-01.032238;SAI_149          ; -67.324;  0.966;2546; 168
244.587830;-00.549674;SAI_81           ;  53.251;  0.448;3608; 912
206.844880;-17.269797;Sigma_Ori        ; -13.802;  7.805; 303;  26
123.584991;+05.599833;Skiff_J0058+68.4 ; -23.359;  1.081;2237;  82
173.757378;-05.861150;Skiff_J0507+30.8 ;  -6.624;  0.825;5372; 435
197.313113;-02.107814;Skiff_J0614+12.9 ;  45.309;  1.793;2951; 130
072.717362;+07.543677;Skiff_J1942+38.6 ; -18.329;  0.702;2436;  90
066.925210;+15.411211;Stephenson_1     ; -18.895;  2.635; 355;   2
060.414923;+02.083161;Stock_1          ; -19.334;  1.451; 402;   6
171.716270;+03.579435;Stock_10         ; -12.592;  2.895; 359;   1
111.495112;-08.488936;Stock_12         ;  -3.469;  2.427; 436;   2
133.400869;-01.616967;Stock_2          ;   8.757;  1.458; 374;   1
139.849873;+02.434609;Stock_23         ; -17.241;  5.007; 604;  16
134.696334;+00.016291;Stock_7          ;   4.769;  3.826; 671;  10
179.937647;-00.285827;Teutsch_10       ;   0.556;  0.424;2318; 370
290.687741;-00.336313;Teutsch_143a     ; -19.717;  1.766;3645; 163
092.717704;+00.436712;Teutsch_144      ; -33.296;  1.248;2140; 294
085.679529;-01.521602;Teutsch_22       ; -44.127;  1.641;3285; 360
069.580394;+07.210573;Teutsch_35       ;  -9.391;  3.706; 492;   3
259.169020;+03.135199;Teutsch_38       ;  25.305;  4.158; 652;   4
100.371780;+03.605865;Teutsch_74       ; -71.231;  0.824;5150; 476
317.417573;-01.091794;Teutsch_80       ; -23.539;  0.338;2157; 291
232.346513;-07.309423;Tombaugh_1       ;  82.397;  0.584;2255; 166
232.834272;-06.880426;Tombaugh_2       ; 114.337;  1.052;8978; 712
134.230940;+01.074537;Tombaugh_4       ; -74.103;  0.668;3011; 320
143.951132;+03.590735;Tombaugh_5       ; -23.107;  0.380;1528;  90
209.037289;-19.378452;Trapezium-FG     ;  23.841;  5.161; 381;  12
262.926073;+00.596580;Trumpler_10      ;  21.984;  2.641; 426;   4
283.822508;-03.689779;Trumpler_12      ;  33.545;  2.583;3208; 125
285.521149;-02.360609;Trumpler_13      ;   9.047;  0.772;3874; 112
290.192929;+02.893465;Trumpler_19      ; -26.414;  0.891;2344;  71
137.394325;-03.985896;Trumpler_2       ;  -3.990;  0.746; 677;   9
301.455763;+02.192034;Trumpler_20      ; -38.785;  0.932;3386; 139
314.667625;-00.576420;Trumpler_22      ; -43.170;  0.260;2208; 123
328.850442;-00.486309;Trumpler_23      ; -63.270;  0.726;2228;  93
349.164501;-01.777377;Trumpler_25      ; -25.945;  0.352;1835;  31
